boundary,z,true_x,estimated_x,queries
1,-0.18828451882845199,0.09245777270128476,0.09246826171875,22944
1,-0.17991631799163188,0.08848155608039085,0.08843994140625,22944
1,-0.17154811715481177,0.08448831272267235,0.08453369140625,22944
1,-0.16317991631799167,0.08047858910658182,0.08050537109375,22944
1,-0.15481171548117167,0.07645296258512291,0.07647705078125,22944
1,-0.14644351464435157,0.07241204082087435,0.07244873046875,22944
1,-0.13807531380753146,0.06835646110655708,0.06829833984375,22944
1,-0.12970711297071136,0.06428688957092145,0.06427001953125,22944
1,-0.12133891213389125,0.060204020270438516,0.06024169921875,22944
1,-0.11297071129707126,0.056108574168003814,0.05609130859375,22944
1,-0.10460251046025115,0.05200129800060392,0.05194091796875,22944
1,-0.09623430962343105,0.04788296303864596,0.04791259765625,22944
1,-0.08786610878661094,0.04375436374039915,0.04376220703125,22944
1,-0.07949790794979084,0.039616316305742305,0.03961181640625,22944
1,-0.07112970711297084,0.03546965713414037,0.03546142578125,22944
1,-0.06276150627615074,0.03131524119247891,0.03131103515625,22944
1,-0.05439330543933063,0.02715394029906471,0.02716064453125,22944
1,-0.046025104602510525,0.02298664133073753,0.02301025390625,22944
1,-0.03765690376569042,0.01881424436063478,0.01885986328125,22944
1,-0.029288702928870425,0.014637660734692588,0.01458740234375,22944
1,-0.02092050209205032,0.010457811095451157,0.01043701171875,22944
1,-0.012552301255230214,0.006275623362153846,0.00628662109375,22944
1,-0.004184100418410108,0.0020920306764787497,0.00213623046875,22944
1,0.004184100418409997,-0.002092030676478694,-0.00213623046875,22944
1,0.012552301255229992,-0.006275623362153735,-0.00628662109375,22944
1,0.02092050209205021,-0.010457811095451103,-0.01043701171875,22944
1,0.029288702928870203,-0.014637660734692477,-0.01458740234375,22944
1,0.0376569037656902,-0.01881424436063467,-0.01885986328125,22944
1,0.046025104602510414,-0.022986641330737474,-0.02301025390625,22944
1,0.05439330543933041,-0.027153940299064597,-0.02716064453125,22944
1,0.06276150627615062,-0.031315241192478846,-0.03131103515625,22944
1,0.07112970711297062,-0.03546965713414026,-0.03546142578125,22944
1,0.07949790794979061,-0.0396163163057422,-0.03961181640625,22944
1,0.08786610878661083,-0.04375436374039909,-0.04376220703125,22944
1,0.09623430962343082,-0.04788296303864585,-0.04791259765625,22944
